name,prompt,negative_prompt,description,category
CLOTHES_Slave_Outfit,"1girl, (slave outfit:1.3), (minimal slave clothing:1.2), chain bikini, metal collar, slave loincloth, exposed slave wear, chain harness, submissive attire, harem slave","modern, formal, free clothing, armor",Slave / captive outfit — minimal chains and fabric. Combos: ACCESSORY_Collar_Chain; THEME_BDSM_Submission; CLOTHES_Harem_Outfit; SCENE_Fantasy_Dungeon.,CLOTHES
CLOTHES_Slingshot_Bikini,"1girl, slingshot bikini, (sling bikini:1.3), single strap swimwear, g-string bikini, fully exposed sides, minimal fabric, no side coverage, revealing swimwear","full coverage, modest swimwear",Slingshot bikini,CLOTHES
CLOTHES_Sneakers,"1girl, (sneakers:1.2), running shoes, athletic shoes, trainers, sport shoes, canvas sneakers","heels, boots, formal shoes, barefoot",Sneakers. Combos: CLOTHES_Fitness_Wear; ARCHETYPE_Cheerleader; casual outfit settings.,CLOTHES
CLOTHES_Socks_Knee_High,"1girl, (knee-high socks:1.3), (over-knee socks:1.2), tall socks, thigh socks, japanese school socks, long socks","no socks, bare legs, ankle socks",Knee-high socks / thigh socks. Combos: ARCHETYPE_Schoolgirl; ARCHETYPE_Idol; CLOTHES_Skirt_Pleated.,CLOTHES
CLOTHES_Stirrup_Legwear,"1girl, stirrup legwear, (stirrup leggings:1.2), stirrup socks, feet exposed legwear, heelless stockings, toe loop stockings, open foot stockings","full coverage socks, no legwear",Stirrup legwear,CLOTHES
CLOTHES_Stockings_Garter,"1girl, stockings, (thigh highs:1.2), garter belt, garter straps, thigh high stockings, hold-ups, nylon stockings, sexy stockings","bare legs, pants",Stockings with garter,CLOTHES
CLOTHES_Sweater_Oversized,"1girl, (oversized sweater:1.3), (big knit sweater:1.2), cozy sweater, chunky knit, sweater dress, thighs visible, sweater only no pants","tight, formal, summer",Oversized sweater. Combos: CLOTHES_Bare_Feet; STATE_Blushing_Flushed; HAIR_Messy; cozy lewd.,CLOTHES
CLOTHES_Swimsuit_Onepiece,"1girl, (one-piece swimsuit:1.3), competition swimsuit, tank suit, maillot, athletic one-piece, sexy one-piece","bikini, two-piece, topless",One-piece swimsuit. Combos: SCENE_Beach; SCENE_Pool; ACTION_Showing_Ass.,CLOTHES
CLOTHES_Swimsuit_School,"1girl, (school swimsuit:1.4), (sukumizu:1.3), navy blue school swimsuit, competition school swimwear, japanese school swim uniform","bikini, modern swimsuit",Japanese school swimsuit (sukumizu). Ensure adult character. Combos: SCENE_Pool; ARCHETYPE_Schoolgirl.,CLOTHES
CLOTHES_Thong_Panties,"1girl, (thong:1.3), (g-string:1.3), thong underwear, string panties, minimal underwear, barely covered, string bikini bottom","full coverage panties, boxers, nude",Thong / g-string. Combos: CAMERA_Ass_Focus; ACTION_Self_Wedgie; CLOTHES_Stockings_Garter.,CLOTHES
CLOTHES_Torn_Ripped,"torn clothes, ripped clothing, (damaged outfit:1.2), clothes torn off, ripped dress, torn shirt, destroyed clothing, battle damaged outfit","intact, pristine, new clothes",Torn ripped clothing,CLOTHES
CLOTHES_Underboob_Top,"1girl, (underboob:1.4), (crop top showing underboob:1.3), underboob visible, short top exposing lower breasts, breast undersides exposed, extreme crop top","full coverage top, bra covering, no underboob","Top that exposes underboob — upper breast covered, lower breast visible. Combos: BODY_Thicc_Voluptuous; BREASTS_Huge_Focus; THEME_Teasing.",CLOTHES
CLOTHES_Wedding_Dress,"1girl, wedding dress, bride, (bridal gown:1.2), white dress, wedding outfit, veil, married, bridal attire","casual, everyday clothing",Wedding dress bridal,CLOTHES
CLOTHES_Yukata,"1girl, (yukata:1.4), summer kimono, casual japanese robe, light yukata, floral yukata, informal japanese garment, festival yukata","formal kimono, western, miko",Yukata — summer kimono. Combos: SCENE_Hot_Spring; SCENE_Japanese_Night; LIGHTING_Candlelight.,CLOTHES
COMICS_Color_Panel,"full color comic panel, (vibrant saturated colors:1.2), comic book coloring, sequential art panel, comic illustration, BREAK panel composition, ink outlines with color","black and white, grayscale, manga style",Full color comic panel,COMICS
COMICS_Western_Style,"western comic style, (comic book art:1.3), bold outlines, superhero comic aesthetic, comic shading, american comic book, dynamic ink lines, BREAK comic book colors, flat color fills","anime, manga, japanese style, sketch",Western comic book style,COMICS
EXPRESSION_Angry,"(angry expression:1.3), (furious face:1.2), scowling, rage, anger, bared teeth, glaring, aggressive expression, fierce anger, wrathful","calm, happy, neutral, submissive",Angry expression. Combos: ACTION_Angry_Dragon; THEME_Femdom; ARCHETYPE_Demon_Queen. Conflicts: STATE_Ahegao_Extreme.,EXPRESSION
EXPRESSION_Contemptuous,"(contemptuous expression:1.3), sneering, curled lip, disdainful, looking down with contempt, withering look, haughty stare","respectful, friendly, warm",Contempt — stronger than Disapproval. Combos: THEME_Femdom; ARCHETYPE_Dominatrix; EXPRESSION_Smug.,EXPRESSION
EXPRESSION_Crying_Smiling,"(crying while smiling:1.4), (tears with smile:1.3), sad smile, bittersweet expression, tears down smiling face, emotional conflict face","purely happy, purely sad, neutral",Crying while smiling — Japanese emotional contrast trope. Combos: NTR scenarios; THEME_Corruption_Moral.,EXPRESSION
EXPRESSION_Disapproval,"(disapproving expression:1.3), judging look, condescending stare, (frowning:1.2), eyebrow raised, disgusted side-eye, scornful, contemptuous, looking down at, judgmental face","happy, positive, friendly, approving",Disapproval / condemnation expression. Combos: EXPRESSION_Smug; THEME_Femdom; NTR scenarios; ARCHETYPE_Demon_Queen.,EXPRESSION
EXPRESSION_Embarrassed,"embarrassed, (blushing:1.3), covering face, shy expression, ashamed, flustered, looking away, red-faced, embarrassed smile","confident, calm, proud, neutral",Embarrassed expression,EXPRESSION
EXPRESSION_Fear,"(fear expression:1.3), (terrified face:1.2), scared, frightened, wide fearful eyes, trembling lips, terror expression","calm, confident, neutral, brave",Fear / terror. Combos: THEME_Non_Con; THEME_Monster_Tentacle; NTR_Caught_In_Act.,EXPRESSION
EXPRESSION_Fellatio_Face,"(fellatio face:1.3), (open mouth waiting:1.2), tongue out ready, mouth open wide, expecting oral, receptive mouth expression, jaw open inviting","closed mouth, neutral, actual fellatio in progress","Fellatio-ready face — mouth open, tongue out, waiting. The expression without the action. Combos: CAMERA_POV; ACTION_Dick_Touch_Face; POSE_On_Knees.",EXPRESSION
EXPRESSION_Fucked_Silly,"fucked silly, ahegao, (eyes rolled back:1.3), tongue out, drooling, mind break expression, stupid face, overwhelmed expression, derp","composed, sane, neutral, scared",Fucked silly expression,EXPRESSION
EXPRESSION_Inviting,"(inviting expression:1.3), (come hither look:1.2), beckoning, seductive invitation, bedroom eyes invitation, finger beckoning, flirtatious inviting gaze","rejecting, angry, scared, neutral, distant",Inviting / 'come here' expression. Combos: STATE_Lustful_Face; THEME_Teasing; POSE_Spread_Legs; SCENE_Bedroom.,EXPRESSION
EXPRESSION_Kissing_Face,"(kissing face:1.3), (puckered lips:1.2), duck lips, lips puckered for kiss, pouty lips, kiss-ready mouth, blowing a kiss","open mouth, neutral lips, teeth showing",Puckered / kiss-ready lips. Combos: CAMERA_Face_Close; THEME_Vanilla_Romance; ACTION_Kissing.,EXPRESSION
EXPRESSION_Lustful,"1girl, (lustful face:1.3), heavy breathing, flushed cheeks, bitten lip, (heart eyes:1.2), seductive expression, desire in eyes, bedroom eyes, craving look","neutral, disgusted, afraid, calm",Visible desire — heart eyes; bitten lip; seductive expression. More intense than STATE_Lustful_Face. Combos: STATE_Blushing_Flushed; LIGHTING_Soft_Warm.,EXPRESSION
EXPRESSION_Mischievous,"(mischievous grin:1.3), (playful smirk:1.2), impish smile, knowing smile, troublemaker expression, sly smile, playful devious look","serious, scared, neutral, crying",Mischievous / impish grin. Combos: ARCHETYPE_Catgirl; THEME_Teasing.,EXPRESSION
EXPRESSION_Nervous,"(nervous expression:1.3), (anxious face:1.2), biting lip nervously, worried eyes, uncertain, fidgeting, uneasy smile, tense","confident, calm, relaxed, bold",Nervous / anxious expression. Combos: THEME_Virginity; THEME_Student_Teacher; EXPRESSION_Embarrassed; STATE_Blushing_Flushed.,EXPRESSION
EXPRESSION_Smug,"smug face, (smirk:1.2), confident expression, self-satisfied, condescending smile, smug grin, superior look, overconfident","humble, neutral, afraid, crying",Smug expression,EXPRESSION
EXPRESSION_Surprised,"surprised expression, (wide eyes:1.2), shocked face, open mouth shock, startled, caught off guard, unexpected, jaw drop","calm, neutral, composed, expected",Surprised expression,EXPRESSION
EXPRESSION_Vacant,"(vacant expression:1.3), (empty stare:1.2), hollow gaze, staring into nothing, disconnected expression, dissociated look, blank unfocused eyes","alert, focused, emotional, engaged",Vacant / empty stare — subtler than STATE_Mind_Break. Combos: THEME_Somnophilia; THEME_Mind_Control; STATE_Hypnotized.,EXPRESSION
FLUIDS_Anal_Creampie,"(anal creampie:1.4), (cum dripping from ass:1.3), cum leaking from anus, semen from asshole, ass dripping cum, anal internal cum","vaginal creampie, clean, dry",Anal creampie. Combos: ACTION_Penetration_Anal; GENITALS_Anus_Focus; POSE_Ass_Up_Face_Down.,FLUIDS
FLUIDS_Body_Cumshot,"cum on body, (cum on breasts:1.2), cum on stomach, cum on ass, body covered in cum, semen on skin, cum on thighs, messy body","clean body, no cum, dry",Cum on body,FLUIDS
FLUIDS_Creampie_Dripping,"creampie, (cum dripping from pussy:1.4), leaking cum, cum flowing out, pussy dripping semen, after sex, cum oozing, internal cumshot aftermath, overflowing pussy","clean, dry, no cum, empty",Dripping creampie,FLUIDS
FLUIDS_Cum_In_Mouth,"(cum in mouth:1.4), (mouthful of cum:1.3), semen in mouth, mouth filled with cum, cumshot in mouth, oral cum reception, cum on tongue, open mouth with cum","clean mouth, no cum, swallowed",Cum in mouth. Combos: ACTION_Oral_Blowjob; ACTION_Deepthroat; STATE_Pleasure_Ecstasy.,FLUIDS
FLUIDS_Cum_Inflation,"(cum inflation:1.4), (inflated belly:1.3), bloated stomach, belly bulge from cum, stomach distension, cum-filled belly, swollen belly, excessive internal cumshot","flat stomach, normal belly, empty",Cum belly inflation,FLUIDS
FLUIDS_Cum_On_Feet,"(cum on feet:1.4), (semen on toes:1.3), cum between toes, cum on soles, cum dripping from feet, sticky feet, cum-covered feet","clean feet, no cum, dry",Cum on feet/toes. Combos: ACTION_Footjob; CLOTHES_Bare_Feet; FLUIDS_Body_Cumshot.,FLUIDS
FLUIDS_Cum_On_Hair,"(cum on hair:1.3), (semen in hair:1.2), cum dripping on hair, cum covered hair, hair matted with cum","clean hair, no cum, dry hair",Cum on hair. Combos: FLUIDS_Excessive_Cum; FLUIDS_Facial_Cumshot; STATE_Exhausted_Used.,FLUIDS
FLUIDS_Excessive_Cum,"(excessive cum:1.4), (cum everywhere:1.3), covered in cum, cum bath, drenched in semen, cum puddle, bukkake, cum explosion, thick cum, cum dripping, cum covered body","clean, dry, no cum, minimal",Excessive cum coverage,FLUIDS
FLUIDS_Facial_Cumshot,"facial, cum on face, (cumshot on face:1.3), covered face, cum facial, semen on face, messy face, cum splattered face","clean face, no cum on face",Facial cumshot,FLUIDS
FLUIDS_Pussy_Juice,"1girl, pussy juice, (dripping pussy:1.3), wet pussy, love juice, female fluids, vaginal secretions, dripping wetness, soaking wet, glistening pussy, excessive wetness","dry, clean, no fluids",Female arousal fluids,FLUIDS
FLUIDS_Saliva_Drool,"saliva, (excessive drooling:1.3), drool, spit, dripping saliva, mouth watering, saliva strings, wet mouth, messy drool, slobber","dry mouth, clean, no drool",Excessive drool and saliva,FLUIDS
FLUIDS_Squirting,"1girl, (squirting:1.4), female ejaculation, gushing, pussy squirt, orgasmic squirt, explosive orgasm, squirt spray, intense squirting","dry, no squirt",Female ejaculation squirting,FLUIDS
FLUIDS_Swallowing,"1girl, (swallowing cum:1.3), (gulping semen:1.2), drinking cum, swallow after oral, throat swallow, cum going down throat","spitting, clean, no cum",Swallowing cum. Post-oral finish. Combos: ACTION_Oral_Blowjob; ACTION_Deepthroat; EXPRESSION_Lustful.,FLUIDS
FLUIDS_Urine,"(urine:1.3), (piss stream:1.2), golden shower fluid, watersports fluid, stream of urine visible, golden liquid stream","clean, dry, no urine",Urine fluid. Pairs with ACTION_Urination. Combos: SCENE_Toilet_Public; POSE_Squat_Toilet.,FLUIDS
GENITALS_Anal_Gaping,"(anal gaping:1.4), (gaping anus:1.3), stretched asshole, open anus, post-anal gape, wide open anus, gaping rear","tight, closed, intact",Anal gaping. Combos: ACTION_Fisting_Anal; ACTION_Penetration_Anal; GENITALS_Anus_Focus.,GENITALS
GENITALS_Anus_Focus,"anus, anal focus, (spread anus:1.3), asshole, butthole, rear view, detailed anus, puckered anus, tight anus","censored, covered, no anus",Anal area focus,GENITALS
GENITALS_Anus_Puffy,"1girl, (puffy anus:1.3), (puffy asshole:1.2), swollen anus, plump anal ring, fleshy anus, prominent puffy rear hole","flat, tight, gaping, minimal",Puffy / swollen anus. Combos: GENITALS_Anus_Focus; CAMERA_Ass_Focus; GENITALS_Vagina_Puffy (full puffy combo).,GENITALS
GENITALS_Clit_Focus,"1girl, (clitoris:1.4), (clit focus:1.3), enlarged clit, prominent clitoris, clitoral detail, visible clit, erect clitoris, swollen clit","hidden, covered, no detail",Clitoris focus. Combos: GENITALS_Pussy_Detailed; ACTION_Cunnilingus; ACCESSORY_Vibrator_External.,GENITALS
GENITALS_Female_Pussy,"1girl, pussy, vagina, cameltoe, slit, labia, no penis, female genitals","futanari, penis, cock, dickgirl, balls, testicles, futa",Strictly female genitals (anti-futa),GENITALS
GENITALS_Penis_Average,"(average penis:1.2), normal size cock, regular sized penis, proportional dick, medium length cock, realistic size penis","huge cock, monster cock, horse cock, tiny",Average realistic penis. Combos: any hetero/male action. Less extreme than GENITALS_Penis_Huge.,GENITALS
GENITALS_Penis_Huge,"(huge penis:1.5), (gigantic cock:1.4), (massive dick:1.4), (impossibly large penis:1.3), oversized cock, thick shaft, veiny penis, throbbing penis, monster cock","small penis, tiny dick, average, no penis, flat",Extremely large penis,GENITALS
GENITALS_Penis_Small,"(small penis:1.3), (tiny cock:1.2), small dick, little penis, below average, short penis, SPH target","huge cock, large, monster cock",Small penis. Combos: THEME_Femdom; EXPRESSION_Contemptuous; EXPRESSION_Disapproval. Common in SPH/femdom.,GENITALS
GENITALS_Pubic_Hair_On_Face,"(pubic hair on face:1.4), (pubes pressed against face:1.3), pubic hair stuck to cheeks, bush against mouth, intimate hair on skin, pubic hair transfer to face, dark curly hair on face","clean face, no hair on face, shaved, bare, paint on face, marking on face, tattoo on face, dirt on face",Pubic hair on face — result of facesitting/oral. Improved negatives block false paint/dirt artifacts. Combos: ACTION_Facesitting; ACTION_Cunnilingus; CAMERA_Face_Close.,GENITALS
GENITALS_Pussy_Detailed,"1girl, detailed pussy, (spread pussy:1.3), pussy focus, visible labia, pink pussy, wet pussy, pussy juice, dripping pussy, glistening pussy, clitoris, detailed genitals","censored, mosaic, bar censor, covered, clothed crotch, penis",Detailed female genitals,GENITALS
GENITALS_Testicles_Large,"(large testicles:1.4), (huge balls:1.3), heavy balls, sagging balls, full balls, hanging balls, swollen testicles","no balls, hidden, flat, small balls",Large visible testicles,GENITALS
GENITALS_Vagina_Gaping,"1girl, (vaginal gaping:1.4), (gaping pussy:1.3), stretched vagina, open vagina, gaping hole, post-sex gape, wide open pussy","tight, closed, intact, virgin",Vaginal gaping. Combos: ACTION_Fisting_Vaginal; FLUIDS_Creampie_Dripping; STATE_Exhausted_Used.,GENITALS
GENITALS_Vagina_Puffy,"1girl, (puffy pussy:1.3), (puffy vulva:1.2), swollen labia, puffy labia, plump vulva, fleshy labia, puffy slit","flat, minimal, neat",Puffy vulva. Combos: GENITALS_Pussy_Detailed; CAMERA_Pussy_Focus; BODY_Thicc_Voluptuous.,GENITALS
GROUP_FFFM,"(3girls:1.2), 1boy, harem, foursome, three girls one boy, group sex, multiple females, FFFM","solo, couple, single female",3 girls 1 boy FFFM,GROUP
GROUP_FFM,"(2girls:1.2), 1boy, threesome, two girls one boy, FFM threesome, double team female","solo, one girl",2 girls 1 boy FFM,GROUP
GROUP_Lesbian_Couple,"(2girls:1.3), yuri, lesbian couple, two women, girl on girl, female couple, 2 girls together, lesbian pair, girls together","1boy, male, hetero",Two girls / lesbian couple. Combos: THEME_Lesbian_Yuri; ACTION_Lesbian_Kiss; ACTION_Lesbian_Tribbing.,GROUP
GROUP_Lesbian_Threesome,"(3girls:1.3), yuri threesome, three women, lesbian trio, all girls group, 3 girl trio, triple yuri","1boy, male, hetero",Three-girl lesbian threesome. Combos: THEME_Lesbian_Yuri; GROUP_Lesbian_Couple (add third).,GROUP
GROUP_MMF,"(2boys:1.2), 1girl, threesome, two boys one girl, MMF threesome, spitroast setup","solo, one boy",2 boys 1 girl MMF,GROUP
GROUP_MMMF,"(3boys:1.2), 1girl, gangbang, three boys one girl, foursome, MMMF group sex","solo, single male",3 boys 1 girl MMMF,GROUP
GROUP_Orgy_Gangbang,"(multiple people:1.3), (orgy:1.3), (4+people:1.2), mass sex, group orgy, multiple participants, many partners, sex party, large group sex, multiple penetration","solo, couple, duo",Large orgy/gangbang. Combos: THEME_Gangbang_Multiple; FLUIDS_Excessive_Cum; SCENE_Bedroom.,GROUP
GROUP_Reverse_Gangbang,"1boy, (multiple females:1.3), (surrounded by girls:1.2), reverse gangbang, many women one man, female horde, group of girls on one guy","solo female, normal gangbang, one girl",Reverse gangbang — multiple females on one male. Combos: THEME_Femdom; GROUP_FFFM.,GROUP
GROUP_Solo_Male,"1boy, solo male, (man alone:1.2), single male character, male solo, one boy, male only","female, group, multiple",Solo male character. Combos: RACE_Orc_Male; BODY_Male_Muscular; NTR scenarios.,GROUP
GROUP_Threesome_Gen,"threesome, 3 people, trio, three person sex","solo, couple",Threesome general,GROUP
GROUP_Yaoi,"(2boys:1.3), (yaoi:1.3), (male x male:1.2), two men, boys love, BL, gay couple, man on man","female, girl, straight, yuri",Yaoi / BL male couple. Combos: THEME_Maledom; BODY_Male_Muscular; POSE_Missionary.,GROUP
HAIR_Ahoge,"(ahoge:1.4), single antenna hair, cowlick strand, droopy antenna, lone hair strand sticking up, ahoge hair","flat hair, no ahoge, smooth top",Ahoge hair antenna. Combos: any ARCHETYPE for cute quirk. Especially ARCHETYPE_Idol; ARCHETYPE_Catgirl.,HAIR
HAIR_Bald,"(bald:1.3), (shaved head:1.2), completely bald, no hair, hairless head, smooth scalp, bald head","long hair, short hair, any hairstyle, bangs, fringe",Completely bald / shaved head. Combos: BODY_Muscular_Fit; ARCHETYPE_Dominatrix; sci-fi characters; RACE_Alien_Girl.,HAIR
HAIR_Braid,"(braided hair:1.3), hair braid, single braid, french braid, plait, braided hairstyle","loose hair, straight down",Braided hair. Combos: ARCHETYPE_Shrine_Maiden; RACE_Elf_Female; ERA (medieval).,HAIR
HAIR_Bun,"(hair bun:1.3), bun hairstyle, hair tied in bun, messy bun, top knot, chignon, hair up in bun","down hair, twin tails, flowing",Hair bun. Combos: ARCHETYPE_Maid; ARCHETYPE_Nurse; ARCHETYPE_Office_Lady.,HAIR
HAIR_Curly,"(curly hair:1.3), ringlet curls, wavy curls, bouncy curls, tight curls, coiled hair, spiral curls","straight hair, flat, sleek",Curly hair. Combos: RACE_Elf_Female; ARCHETYPE_Witch; BODY_BBW_Plus_Size.,HAIR
HAIR_Double_Braid,"(double braids:1.3), two braids, twin braids, pigtail braids, two long braids, braided pigtails","single braid, ponytail, down",Double / twin braids. Combos: ARCHETYPE_Shrine_Maiden; RACE_Elf_Female; RACE_Goblin_Female.,HAIR
HAIR_Hair_Over_Eye,"(hair over one eye:1.3), hair covering eye, one eye hidden by hair, fringe over eye, asymmetric fringe","both eyes visible, swept back, full face",Hair covering one eye. Combos: ARCHETYPE_Witch; EXPRESSION_Smug; mysterious characters.,HAIR
HAIR_Long_Straight,"(long straight hair:1.3), flowing straight hair, silky straight hair, long smooth hair down to waist","short hair, curly, wavy, bald",Long straight hair. Combos: DYNAMICS_Wind_Hair for movement; ARCHETYPE_Shrine_Maiden; RACE_Elf_Female.,HAIR
HAIR_Messy,"(messy hair:1.3), disheveled hair, bed hair, tousled hair, wild unkempt hair, messy loose strands","neat, tidy, combed, perfect",Messy disheveled hair. Combos: STATE_Exhausted_Used; STATE_Sweaty_Wet; after-sex scenes.,HAIR
HAIR_Pixie_Cut,"(pixie cut:1.3), (short pixie hair:1.2), cropped short feminine hair, textured short layers, elfin short cut, short stylish feminine cut","long hair, braid, bun, buzzcut",Pixie cut — short feminine. Between HAIR_Short_Bob and HAIR_Short_Buzzcut. Combos: ARCHETYPE_Office_Lady; BODY_Petite_Small.,HAIR
HAIR_Ponytail,"(ponytail:1.3), high ponytail, hair tied back, single ponytail, hair in ponytail, pulled back hair","down hair, bun, twin tails",Ponytail. Combos: ARCHETYPE_Cheerleader; ARCHETYPE_Kunoichi; BODY_Muscular_Fit.,HAIR
HAIR_Short_Bob,"(short bob hair:1.3), bob cut, chin-length hair, short straight cut, neat bob hairstyle","long hair, flowing, braid",Short bob cut. Combos: ARCHETYPE_Office_Lady; ARCHETYPE_Idol. Conflicts: HAIR_Long_Straight.,HAIR
HAIR_Short_Buzzcut,"(buzzcut:1.3), (very short hair:1.2), cropped hair, military cut, nearly shaved head, short cropped","long hair, flowing, bun",Buzzcut / very short hair. Combos: BODY_Muscular_Fit; ARCHETYPE_Dominatrix.,HAIR
HAIR_Side_Ponytail,"(side ponytail:1.3), hair tied to side, off-center ponytail, one side pony, asymmetric hair tie","center ponytail, both sides, down",Side ponytail. Combos: ARCHETYPE_Gyaru; ARCHETYPE_Cheerleader; EXPRESSION_Mischievous.,HAIR
HAIR_Twin_Tails,"(twin tails:1.3), twintails, two pigtails, hair in two tails, double ponytail, split pigtails","single ponytail, bun, down hair",Twin tails / twintails. Combos: ARCHETYPE_Idol; ARCHETYPE_Gyaru; ARCHETYPE_Cheerleader.,HAIR
HAIR_Undercut,"(undercut hairstyle:1.2), shaved sides, undercut, faded sides, shaved undercut, mohawk-adjacent, side-shaved","long all over, bun, ponytail",Undercut style. Combos: ARCHETYPE_Kunoichi; cyberpunk themes; BODY_Muscular_Fit.,HAIR
HAIR_Wavy,"(wavy hair:1.3), gentle waves, soft waves, loosely wavy, flowing wavy hair, beach waves","straight, curly tight, bun",Wavy flowing hair. Universal — pairs with most archetypes and lighting styles.,HAIR
HAIR_Wet,"(wet hair:1.3), soaked hair, drenched hair, hair clinging to face, wet strands, slicked wet hair","dry, fluffy, volumized",Wet hair. Combos: SCENE_Bathroom_Shower; SCENE_Hot_Spring; STATE_Sweaty_Wet; SCENE_Beach.,HAIR
LIGHTING_Backlit_Silhouette,"backlit, (backlighting:1.3), light from behind, glowing outline, rim light, contre-jour, halo effect, bright background, dark foreground, silhouette light","front lit, no backlight, flat light",Backlit silhouette,LIGHTING
LIGHTING_Bright_Clinical,"bright lighting, clinical lighting, fluorescent, harsh light, bright white light, stark lighting, overlit, medical lighting","dim, moody, soft lighting",Bright clinical lighting,LIGHTING
LIGHTING_Candlelight,"candlelight, (warm candlelight:1.2), flickering flame, orange glow, dim candle, intimate lighting, candle flame, low warm light, golden flicker, warm amber","cold, fluorescent, neon, bright white",Candlelight,LIGHTING
LIGHTING_Dim_Dark,"dim lighting, dark, shadows, low light, barely lit, darkness, shadowy, dark room, minimal light","bright, well lit, daylight",Dim dark lighting,LIGHTING
LIGHTING_Dramatic_Shadow,"dramatic lighting, strong shadows, contrast lighting, chiaroscuro, (rim lighting:1.2), moody lighting, dark shadows, high contrast","flat lighting, even light, soft",Dramatic shadow lighting,LIGHTING
LIGHTING_Fire_Glow,"(firelight:1.3), (campfire glow:1.2), orange fire light, flickering firelight, warm fire illumination, bonfire glow, torchlight","electric light, neon, cold, blue",Fire / campfire glow. Combos: STYLE_Dark_Fantasy; RACE_Dragon_Girl; SCENE_Forest_Outdoor.,LIGHTING
LIGHTING_Flash_Photography,"(camera flash:1.3), (photography flash:1.2), flash lit, harsh overexposed flash, direct camera flash, stark flash lighting","natural light, dim, soft",Camera flash. Combos: NTR_Selfie; CAMERA_Viewfinder_Rec; THEME_Prostitution.,LIGHTING
LIGHTING_Golden_Hour_Sunset,"golden hour, sunset lighting, (warm golden light:1.2), orange and gold tones, sun setting, warm sunset glow, long shadows, magical hour","night, cold blue, noon, overcast",Golden hour sunset,LIGHTING
LIGHTING_Neon_Colorful,"neon lights, colorful lighting, neon glow, vibrant colors, neon signs, cyberpunk lighting, bright colors, electric colors","natural light, monochrome, dim",Neon colorful lighting,LIGHTING
LIGHTING_Neon_Purple_Pink,"(pink neon:1.2), (purple neon:1.2), neon glow, synthwave lighting, vaporwave colors, pink and purple lights, neon signs, retro neon aesthetic","natural light, daylight, cold white, warm",Pink purple neon lighting,LIGHTING
LIGHTING_Night_Moonlit,"(moonlight:1.3), night scene, full moon, blue night lighting, moonlit, silver light, cool blue tones, (rim lighting from moon:1.2), BREAK night sky, stars, shadowy areas, pools of moonlight, night atmosphere","daylight, warm light, noon, bright yellow",Night moonlit lighting,LIGHTING
LIGHTING_Red_Light,"(red light:1.3), (red neon glow:1.2), crimson lighting, red room, red light district ambiance, brothel lighting","blue, white, natural light",Red light atmosphere. Combos: THEME_Prostitution; ARCHETYPE_Prostitute; SCENE_Alley_Street.,LIGHTING
LIGHTING_Screen_Glow,"(screen glow:1.3), (monitor light:1.2), blue screen illumination, device light on face, cold blue screen cast, PC monitor light, phone screen glow","natural light, outdoor, warm",Screen / monitor glow. Combos: SCENE_Bedroom; NTR_Selfie; gaming aesthetic.,LIGHTING
LIGHTING_Soft_Warm,"soft lighting, warm lighting, golden hour, gentle light, warm tones, romantic lighting, soft glow, amber lighting","harsh light, cold, bright",Soft warm lighting,LIGHTING
LIGHTING_Studio_Three_Point,"studio lighting, (three point lighting:1.2), key light, fill light, rim light, studio setup, professional lighting, clean even light","natural light, outdoor, moody, dramatic shadow",Studio lighting,LIGHTING
LIGHTING_Underwater,"underwater lighting, (caustic light patterns:1.2), light through water, blue-green underwater, submerged lighting, water distortion, aquatic light, ripple light","above water, dry, outdoor",Underwater lighting,LIGHTING
LIGHTING_Volumetric_Rays,"volumetric lighting, (god rays:1.3), light rays, sunbeams, dust particles in light, atmospheric rays, beam of light, shafts of light, ray-traced lighting","flat lighting, no atmosphere",Volumetric god ray lighting,LIGHTING
MANGA_Doujin_Modern,"doujinshi style, (manga illustration:1.2), clean linework, modern manga shading, digital manga, manga coloring, professional doujin quality, BREAK digital manga aesthetic, clean shading, manga rendering","rough sketch, western, photograph",Modern color doujin manga,MANGA
MANGA_Full_Color,"manga color illustration, (vibrant manga colors:1.2), bright manga palette, digital color manga, full color doujin, colored hentai illustration, BREAK clean manga coloring, saturated colors","grayscale, black and white, rough sketch",Full color manga illustration,MANGA
MANGA_Hentai_BW,"hentai manga style, (black and white:1.3), manga linework, screentone, manga shading, halftone dots, thick outlines, manga panel borders, BREAK Japanese adult manga aesthetic, expressive lines, manga proportions","colored, 3d, western comic, anime screenshot",Classic BW hentai manga,MANGA
MANGA_Multi_Panel,"comic panels, multi-panel layout, (panel borders:1.2), sequential panels, comic page, multiple frames, manga page, story panels, BREAK panel composition, gutters, manga page spread","single image, no panels, no borders",Multi-panel manga page,MANGA
MANGA_Screentone,"screentone, (halftone dots:1.3), manga toning, dot pattern shading, N-tone texture, manga crosshatch, dotted shadows, manga texture","solid color, photograph, 3d, digital painting",Screentone manga shading,MANGA
MANGA_Speech_Bubble,"(empty speech bubble:1.3), blank speech bubble, (empty dialogue balloon:1.2), manga speech bubble without text, empty thought bubble, unfilled speech bubble, blank thought cloud","text in bubble, written words, filled text, letters in bubble, kanji in bubble, english text in bubble, onomatopoeia",Empty speech bubbles only — no text generated. User adds text in post. Combos: MANGA_Multi_Panel; any ARCHETYPE. Tip: add your own text after generation.,MANGA
