name,prompt,negative_prompt,description,category
MOOD_Fierce,"fierce expression, (battle aura:1.2), intense glare, battle-ready, determined anger, warrior spirit, sharp eyes","gentle, shy, cute, playful",Battle-ready fierce mood. Combos: ARCHETYPE_Warrior; ACTIVITY_Fighting_Pose; BODY_Muscular_Fit. Conflicts: MOOD_Shy.,MOOD
MOOD_Focused,"focused expression, (intense concentration:1.2), determined focus, eyes locked on target, deep in thought focus, task-oriented expression, absorbed","distracted, laughing, sleepy",Deep focus mood. Combos: ACTIVITY_Reading; ARCHETYPE_Scientist; ARCHETYPE_Hacker_Netrunner.,MOOD
MOOD_Haunted,"haunted expression, (traumatized look:1.2), hollow eyes, thousand yard stare, ghost of past, shell-shocked, deeply disturbed, empty stare","happy, cheerful, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Haunted/traumatized mood. Combos: THEME_Horror_Psychological; SCENE_Abandoned_Hospital.,MOOD
MOOD_Melancholic,"melancholic expression, (sad eyes:1.2), wistful, distant look, pensive, thoughtful sorrow, gentle tears, lonely","cheerful, laughing, energetic",Melancholy emotional mood. Combos: SCENE_Forest_Outdoor; LIGHTING_Dramatic_Shadow; STYLE_Soft_Pastel. Conflicts: MOOD_Playful.,MOOD
MOOD_Mysterious,"mysterious expression, (enigmatic smile:1.2), half-lidded eyes, knowing look, secretive, aloof, distant gaze","cheerful, open, expressive, laughing",Enigmatic mysterious mood. Combos: ARCHETYPE_Witch; SCENE_Forest_Outdoor; LIGHTING_Dim_Dark. Conflicts: MOOD_Playful.,MOOD
MOOD_Playful,"playful expression, (bright smile:1.2), winking, mischievous grin, energetic, lively, tongue out slightly, happy","serious, cold, stoic, melancholic",Fun playful mood. Combos: ARCHETYPE_Catgirl; ACTIVITY_Dancing; OUTFIT_Casual. Conflicts: MOOD_Melancholic.,MOOD
MOOD_Predatory,"(predatory expression:1.2), hunter watching prey, cold calculation, stalking gaze, apex predator energy, dangerous calm, locked on target","friendly, warm, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Predatory hunter mood. Combos: ARCHETYPE_Assassin; ARCHETYPE_Vampire_Hunter; THEME_Horror_Slasher.,MOOD
MOOD_Reverent,"(reverent expression:1.2), awe and respect, sacred feeling, in the presence of something greater, worshipful, humble awe, devotion","dismissive, bored, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Reverent/awestruck mood. Combos: RACE_Angel; SCENE_Ancient_Temple_Interior; THEME_Fantasy_Mythology.,MOOD
MOOD_Righteous_Fury,"(righteous anger:1.2), holy rage, justified fury, moral anger, outrage, righteous wrath, defending the innocent energy, noble anger","calm, neutral, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Righteous fury mood. Combos: ARCHETYPE_Male_Priest; ARCHETYPE_Exorcist; THEME_Fantasy_Adventure.,MOOD
MOOD_Serene,"serene expression, peaceful smile, calm eyes, tranquil, at ease, meditative, gentle warmth, inner peace","aggressive, fierce, anxious, chaotic",Peaceful serene mood. Combos: SCENE_Hot_Spring; SEASON_Spring_Cherry; LIGHTING_Soft_Warm. Conflicts: MOOD_Fierce.,MOOD
MOOD_Shy,"shy expression, (blushing:1.2), fidgeting, looking away, timid, embarrassed smile, hand to cheek, downcast eyes","confident, dominant, aggressive, cold",Cute shy mood. Combos: BODY_Petite_Small; OUTFIT_School_Uniform; ARCHETYPE_Idol. Conflicts: MOOD_Confident.,MOOD
MOOD_Sleepy,"sleepy expression, half-closed eyes, drowsy, tired eyes, yawning, sleepy smile, groggy, just woke up look, pillow marks on face","energetic, alert, fierce",Sleepy/drowsy mood. Combos: ACTIVITY_Sitting_Relaxed; SCENE_Bedroom; OUTFIT_Oversized_Hoodie. Conflicts: MOOD_Fierce.,MOOD
OUTFIT_Avant_Garde,"(avant-garde fashion:1.3), high fashion, geometric silhouette, architectural outfit, runway fashion, experimental clothing, sculptural garment, oversized shapes, fashion-forward","casual, plain, armor, uniform",Avant-garde high fashion. Combos: PALETTE_High_Contrast; COMPOSITION_Symmetry; MOOD_Confident. Conflicts: OUTFIT_Casual.,OUTFIT
OUTFIT_Boho,"(bohemian outfit:1.2), boho fashion, flowy skirt, embroidered top, layered necklaces, bohemian style, free spirit clothing, macrame accessories, earthy boho","formal, structured, armor, uniform",Bohemian free-spirit fashion. Combos: SCENE_Forest_Outdoor; SEASON_Summer_Beach; MOOD_Serene.,OUTFIT
OUTFIT_Business_Suit,"(business suit:1.2), blazer, dress shirt, trousers or pencil skirt, tie or scarf, formal professional, heels","casual, fantasy, armor, school uniform",Professional business attire. Combos: ARCHETYPE_Office_Lady; SCENE_Office; MOOD_Confident. Conflicts: OUTFIT_Fantasy_Armor.,OUTFIT
OUTFIT_Casual,"casual clothes, jeans, t-shirt, sneakers, everyday outfit, relaxed clothing, comfortable wear","formal, armor, fantasy, uniform, nude",Everyday casual. Combos: SCENE_Cafe; MOOD_Playful; ACTIVITY_Reading. Works with all BODY types.,OUTFIT
OUTFIT_Cottagecore,"(cottagecore:1.2), floral dress, linen apron, cottage aesthetic, prairie dress, pastoral fashion, soft rural","urban, cyberpunk, armor, dark",Cottagecore pastoral. Combos: SCENE_Forest_Outdoor; SEASON_Spring_Cherry; MOOD_Serene.,OUTFIT
OUTFIT_Cyberpunk,"(cyberpunk outfit:1.3), neon accents, tech wear, visor, holographic accessories, futuristic jacket, circuit patterns, cyber implants","fantasy, medieval, kimono, casual",Cyberpunk aesthetic. Combos: SCENE_Cyberpunk_City; LIGHTING_Neon_Purple_Pink; STYLE_Action_Game_Art. Conflicts: OUTFIT_Traditional_Japanese.,OUTFIT
OUTFIT_Dark_Academia,"(dark academia:1.2), tweed, plaid skirt, turtleneck, blazer, oxford shoes, scholarly aesthetic, muted tones","bright colors, casual, fantasy",Dark academia aesthetic. Combos: SCENE_Library; ACTIVITY_Reading; MOOD_Mysterious.,OUTFIT
OUTFIT_Evening_Dress,"(elegant evening dress:1.3), gown, formal dress, off-shoulder dress, slit dress, evening wear, sophisticated","casual, sporty, armor, uniform, torn",Formal elegance. Combos: BODY_Hourglass_Perfect; MOOD_Elegant; SCENE_Ballroom. Conflicts: OUTFIT_Sportswear.,OUTFIT
OUTFIT_Fairycore,"(fairycore:1.2), floral fairy outfit, gossamer wings, flower crown, ethereal pastel, nature fairy, whimsical","dark, armor, urban, cyberpunk",Fairycore whimsical fashion. Combos: STYLE_Soft_Pastel; SCENE_Forest_Outdoor; RACE_Angel.,OUTFIT
OUTFIT_Fantasy_Armor,"(fantasy armor:1.3), plate armor, pauldrons, gauntlets, greaves, fantasy warrior outfit, ornate armor, battle gear","modern clothes, casual, office, school uniform",Fantasy battle armor. Combos: ARCHETYPE_Warrior; SCENE_Fantasy_Ruins; MOOD_Determined. Conflicts: OUTFIT_Casual.,OUTFIT
OUTFIT_Gothic,"(gothic outfit:1.3), black lace dress, corset, dark clothing, choker, fishnet, victorian gothic, dark accessories","pastel, bright colors, sporty, swimwear",Gothic fashion. Combos: MOOD_Mysterious; SCENE_Gothic_Castle; STYLE_Dark_Gothic; LIGHTING_Dramatic_Shadow. Conflicts: OUTFIT_Swimwear.,OUTFIT
OUTFIT_Hanfu,"(hanfu:1.3), traditional chinese hanfu, flowing hanfu robes, cross-collar hanfu, ancient chinese clothing, dynasty clothing, silk hanfu, ru skirt","modern, western, armor, casual",Chinese hanfu dynasty clothing. Combos: ERA_Feudal_Japan (adapt); MOOD_Elegant; SCENE_Japanese_Night.,OUTFIT
OUTFIT_Historical_Armor,"(plate armor:1.2), full armor, historical armor, pauldrons, breastplate, gauntlets, greaves, visor, armored knight","modern, casual, fantasy light armor",Full historical armor. Combos: ERA_Medieval_Fantasy; BODY_Muscular_Fit; ACTIVITY_Fighting_Pose.,OUTFIT
OUTFIT_Hooded_Cloak,"(hooded cloak:1.3), long cloak with hood, hood up or down, traveler cloak, mystery cloak, dark cloak, fantasy traveler outfit, cowl","modern, bright casual, office",Hooded cloak/traveler. Combos: ARCHETYPE_Assassin; SCENE_Forest_Outdoor; WEATHER_Dense_Fog.,OUTFIT
OUTFIT_Lab_Coat,"(lab coat:1.2), white lab coat, laboratory coat, scientist coat, lab coat over casual clothes, open lab coat, medical professional look","fantasy, armor, formal evening",Lab coat. Combos: ARCHETYPE_Scientist; ARCHETYPE_Alchemist; LIGHTING_Bright_Clinical.,OUTFIT
OUTFIT_Lolita_Gothic,"(gothic lolita:1.3), black lolita dress, lace trim, petticoat, bonnet, lolita fashion, frilly gothic dress, platform shoes, cross accessories","casual, sporty, minimalist, armor",Gothic lolita fashion. Combos: MOOD_Mysterious; STYLE_Dark_Gothic; SCENE_Gothic_Castle. Conflicts: OUTFIT_Sportswear.,OUTFIT
OUTFIT_Mecha_Pilot,"(pilot suit:1.3), mecha pilot, eva suit, cockpit suit, futuristic pilot uniform, interface suit, neural link suit, sci-fi pilot outfit","medieval, fantasy, casual, historic",Mecha/sci-fi pilot suit. Combos: ERA_Retro_Futurism; ARCHETYPE_Space_Pilot; LIGHTING_Screen_Glow.,OUTFIT
OUTFIT_Nomad_Desert,"(desert nomad wraps:1.2), linen wraps, head scarf, travel-worn robes, Middle Eastern or North African inspired, flowing desert clothing","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Desert nomad outfit. Combos: ARCHETYPE_Nomad; SCENE_Desert_Oasis; SCENE_Silk_Road_Caravan.,OUTFIT
OUTFIT_Oversized_Hoodie,"(oversized hoodie:1.2), large hoodie, cozy hoodie, sleeves too long, hoodie dress length, comfortable casual, soft fabric hoodie","formal, armor, fantasy, tight",Cozy oversized hoodie. Combos: MOOD_Shy; ACTIVITY_Gaming; SEASON_Winter_Snow. Very approachable casual.,OUTFIT
OUTFIT_Plague_Doctor,"(plague doctor outfit:1.2), beak mask, long black coat, leather gloves, Victorian medical horror, apothecary, dark physician","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Plague doctor outfit. Horror or historical. Combos: THEME_Horror_Supernatural; SCENE_Victorian_Street.,OUTFIT
OUTFIT_Prisoner,"(prison uniform:1.2), orange jumpsuit or striped, handcuffs, prisoner number, incarcerated, jail clothes, captured state","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Prisoner outfit. Combos: THEME_Horror_Slasher; SCENE_Underground_Dungeon; MOOD_Melancholic.,OUTFIT
OUTFIT_Royal_Ceremonial,"(royal ceremonial dress:1.2), crown, ermine trim, royal robes, scepter, formal monarchy attire, coronation dress, regal ceremonial","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Royal ceremonial outfit. Combos: ARCHETYPE_Male_King; ARCHETYPE_Princess; SCENE_Royal_Palace_Hall.,OUTFIT
OUTFIT_School_Uniform,"school uniform, sailor uniform, blazer uniform, pleated skirt, school bag, knee-high socks, student outfit","adult professional, armor, fantasy, nude",Japanese school uniform. Combos: SCENE_School_Classroom; MOOD_Shy; BODY_Petite_Small. Conflicts: OUTFIT_Evening_Dress.,OUTFIT
OUTFIT_Sportswear,"sportswear, (athletic wear:1.2), sports bra, yoga pants, leggings, running shoes, gym outfit, activewear","formal, armor, fantasy, skirt, dress",Athletic wear. Combos: BODY_Muscular_Fit; ACTIVITY_Stretching; SCENE_Gym. Conflicts: OUTFIT_Evening_Dress.,OUTFIT
OUTFIT_Streetwear,"streetwear, hoodie, baggy pants, sneakers, cap, oversized jacket, urban fashion, graphic tee, layered outfit","formal, armor, fantasy, dress",Urban street style. Combos: SCENE_City_Alley; LIGHTING_Neon_Purple_Pink; MOOD_Confident. Conflicts: OUTFIT_Evening_Dress.,OUTFIT
OUTFIT_Swimwear,"swimsuit, one-piece swimsuit, bikini, beach attire, sun hat, sunglasses, summer wear","armor, formal, winter clothes, heavy clothing",Beach/pool wear. Combos: SCENE_Beach; LIGHTING_Golden_Hour_Sunset; SEASON_Summer. Conflicts: OUTFIT_Winter_Coat.,OUTFIT
OUTFIT_Tactical_Military,"(tactical military gear:1.2), combat vest, multicam uniform, military boots, plate carrier, soldier equipment, tactical loadout","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Modern tactical/military outfit. Combos: ARCHETYPE_Soldier_Modern; SCENE_WW2_Trench.,OUTFIT
OUTFIT_Techwear,"(techwear:1.3), tactical jacket, straps and buckles, functional pockets, urban techwear, dark tech fashion, cargo","formal, fantasy, casual plain",Techwear tactical fashion. Combos: SCENE_Cyberpunk_City; LIGHTING_Neon_Purple_Pink; MOOD_Confident.,OUTFIT
OUTFIT_Traditional_Chinese,"(cheongsam:1.3), qipao, traditional chinese dress, silk qipao, mandarin collar, floral embroidery, form-fitting traditional dress, chinese clothing","western, casual, fantasy armor",Chinese cheongsam/qipao. Combos: ERA_Feudal_Japan (adapt); MOOD_Mysterious; LIGHTING_Candlelight. Conflicts: OUTFIT_Cyberpunk.,OUTFIT
OUTFIT_Traditional_Indian,"(sari:1.3), indian sari, silk sari, bindi, bangles, traditional indian clothing, embroidered sari, draped fabric, gold jewelry","western, casual, armor, modern",Indian sari. Combos: MOOD_Elegant; LIGHTING_Golden_Hour_Sunset; ACCESSORY_Jewelry_Elegant. Conflicts: OUTFIT_Sportswear.,OUTFIT
OUTFIT_Traditional_Japanese,"(kimono:1.3), obi belt, geta sandals, traditional japanese clothing, floral pattern, hakama optional, furisode","modern clothes, western, armor, casual",Traditional kimono/yukata. Combos: SCENE_Japanese_Night; SEASON_Spring_Cherry; LIGHTING_Soft_Warm. Conflicts: OUTFIT_Sportswear.,OUTFIT
OUTFIT_Traditional_Korean,"(hanbok:1.3), traditional korean dress, silk hanbok, jeogori jacket, chima skirt, traditional korean clothing, embroidered fabric, colorful hanbok","modern, western, fantasy armor, casual",Korean hanbok. Combos: SCENE_Japanese_Night (adapt for Korean setting); SEASON_Spring_Cherry; MOOD_Elegant. Conflicts: OUTFIT_Cyberpunk.,OUTFIT
OUTFIT_Winter_Coat,"(winter coat:1.2), warm coat, scarf, gloves, beanie hat, winter fashion, cozy outfit, fur trim, long coat","swimwear, summer clothes, bikini, bare arms",Winter cozy fashion. Combos: SEASON_Winter_Snow; MOOD_Shy; ACTIVITY_Reading. Conflicts: OUTFIT_Swimwear.,OUTFIT
PALETTE_Cold_Blue,"(cold blue palette:1.2), icy blue tones, cool colors dominant, steel blue, arctic palette, cold atmosphere","warm, golden, earthy",Cold blue dominant palette. Combos: SEASON_Winter_Snow; LIGHTING_Night_Moonlit; MOOD_Melancholic.,PALETTE
PALETTE_Duotone,"duotone color scheme, two-color palette, duotone print effect, high contrast two colors, (limited palette:1.2), graphic duotone","full color, multicolor, realistic",Two-color duotone effect. Combos: STYLE_Woodcut_Print; REGIONAL_French_Comic; any ARCHETYPE for graphic posters. Very striking.,PALETTE
PALETTE_High_Contrast,"(high contrast:1.2), strong contrast, deep blacks, bright highlights, dramatic tonal range","low contrast, flat, washed out",High contrast drama. Combos: LIGHTING_Dramatic_Shadow; STYLE_Dark_Gothic; MOOD_Fierce.,PALETTE
PALETTE_Horror_Desaturated,"(desaturated horror palette:1.2), grey-green tones, sickly desaturated, horror movie color grade, bleached colors, wrong pallor","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Horror-specific desaturated palette. Combos: THEME_Horror_*; SCENE_Abandoned_Hospital.,PALETTE
PALETTE_Infrared,"infrared photography style, false color infrared, glowing white foliage, magenta sky, surreal infrared color shift, infrared color palette","natural color, realistic tones",Infrared false color. Combos: SCENE_Forest_Outdoor; WEATHER_Windy; DYNAMICS_Wind_Hair_Clothes. Surreal nature shots.,PALETTE
PALETTE_Monochrome_Noir,"(monochrome:1.2), black and white, noir, desaturated, grayscale with single accent color","colorful, vibrant, saturated",B&W noir palette. Combos: STYLE_Dark_Gothic; LIGHTING_Dramatic_Shadow; MOOD_Mysterious.,PALETTE
PALETTE_Muted_Desaturated,"(desaturated:1.2), muted colors, low saturation, washed out, faded palette, subdued tones, earthy muted","vibrant, saturated, neon",Understated muted palette. Combos: MOOD_Melancholic; ERA_Post_Apocalyptic; STYLE_Sketch_Lineart.,PALETTE
PALETTE_Sepia,"sepia tone, sepia photograph, warm brown tones, old photograph color, antique sepia filter, aged photo palette, brown monochrome","vibrant, saturated, neon, cold",Sepia vintage tone. Combos: ERA_Victorian; STYLE_Charcoal_Sketch; VFX_Film_Grain; REGIONAL_Nordic_Folklore.,PALETTE
PALETTE_Teal_Orange,"teal and orange color grading, cinematic color grade, teal shadows orange highlights, Hollywood color grading, blockbuster color palette, film color grade","monochrome, pastel, flat",Hollywood teal-orange grade. Combos: STYLE_Action_Game_Art; SCENE_Cyberpunk_City; VFX_Film_Grain. Industry-standard cinematic look.,PALETTE
PALETTE_Vaporwave,"(vaporwave:1.3), pastel purple pink cyan, 80s neon palette, synthwave colors, retrowave aesthetic, neon gradient","natural colors, earthy, muted",Vaporwave/synthwave palette. Combos: SCENE_Cyberpunk_City; LIGHTING_Neon_Purple_Pink; STYLE_90s_Retro.,PALETTE
PALETTE_Vintage_Faded,"(vintage faded film:1.2), faded photograph colors, old photo tones, film photography fade, analog warmth, nostalgic color cast","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Vintage/old photograph palette. Combos: STYLE_70s_Grindhouse; STYLE_80s_VHS; PALETTE_Sepia.,PALETTE
PALETTE_Warm_Earth,"(warm earthy tones:1.2), amber, sienna, terracotta, brown tones, warm palette, golden tones","cold, blue, neon, desaturated",Warm earthy palette. Combos: SCENE_Forest_Outdoor; SEASON_Autumn_Leaves; MOOD_Serene.,PALETTE
POSE_Action_Strike,"(mid-strike pose:1.2), weapon swing, punch or kick, attack motion, dynamic combat, action moment, fighting pose with impact","static, standing, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Combat strike pose. Combos: CHARACTER_Action_Shot; EFFECTS_Motion_Blur; THEME_Action_Thriller.,POSE
POSE_Arms_Crossed,"(arms crossed:1.2), crossed arms pose, defensive stance, arms folded, assertive arms crossed, closed body language","open arms, reaching out, relaxed",Arms crossed stance. Combos: MOOD_Confident; ARCHETYPE_Office_Lady; EXPRESSION_Smug. Strong character personality.,POSE
POSE_Arms_Raised,"1girl, (arms raised:1.2), hands above head, arms up, celebrating or stretching, raised arms",arms down,Joy or stretch. Combos: ACTIVITY_Dancing; EXPRESSION_Laughing.,POSE
POSE_Back_To_Camera,"1girl, (facing away:1.3), back to viewer, seen from behind, rear view, turning away from camera","facing forward, front view",Atmospheric. Combos: SCENE_Mountain_Top; SCENE_Rooftop_Night; MOOD_Melancholic.,POSE
POSE_Casting_Spell,"(spell casting pose:1.2), hands raised with energy, magical hand gesture, power emanating, magic circle around hands, arcane pose","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Spellcasting pose. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; ACTIVITY_Magic_Casting.,POSE
POSE_Crouch_Low,"1girl, (crouching:1.2), low crouch, squatting down, knees bent deep, low to ground","standing, upright",Action ready or casual. Combos: ARCHETYPE_Assassin; ARCHETYPE_Kunoichi.,POSE
POSE_Defensive_Guard,"1girl, (defensive stance:1.3), guard stance, arms raised in defense, fighting guard, protective pose","relaxed, open stance",Combat-ready. Combos: ARCHETYPE_Warrior; ARCHETYPE_Knight; ACTIVITY_Fighting_Pose.,POSE
POSE_Exhausted_Collapsed,"(collapsed from exhaustion:1.2), slumped, barely standing, knees on ground, battered but alive, weary warrior, battle exhaustion","energetic, standing, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Exhausted/collapsed pose. Combos: MOOD_Exhausted; EXPRESSION_Exhausted; THEME_Horror_Survival.,POSE
POSE_Falling_Dynamic,"(falling pose:1.2), freefall, tumbling, desperate reach, dramatic drop, wind rushing up, hair streaming up, plummeting","grounded, stable, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Dynamic falling pose. Combos: CHARACTER_Action_Shot; EFFECTS_Motion_Blur.,POSE
POSE_Flying_Midair,"(flying pose:1.2), airborne, cape spread, arms extended, soaring, levitation, wind effect on clothes, mid-flight, gliding","grounded, on ground, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Flying/levitating pose. Combos: RACE_Angel; BODY_Superhero_Build; STYLE_Comic_Book_Western.,POSE
POSE_Hands_On_Hips,"1girl, (hands on hips:1.2), both hands on waist, akimbo stance, confident hip pose","arms at side, no hip contact",Authority and confidence. Combos: MOOD_Confident; ARCHETYPE_Warrior.,POSE
POSE_Head_Tilt,"(head tilted:1.2), head tilt, curious head tilt, quizzical tilt, tilted head look, slight head incline, head cocked sideways","straight head, rigid",Curious head tilt. Combos: ARCHETYPE_Catgirl; EXPRESSION_Surprised; MOOD_Playful. Adds personality to portrait.,POSE
POSE_Heroic_Standing,"(heroic standing pose:1.2), cape billowing, wind from below, powerful stance, hero pose, arms at side confident, protagonist stance","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Classic superhero/hero standing pose. Combos: CHARACTER_Portrait_Heroic; LIGHTING_Spotlight_Single.,POSE
POSE_Jump_Midair,"1girl, (jumping:1.3), mid-air, leaping, airborne, feet off ground, jump pose","grounded, standing",Peak action moment. Combos: EFFECTS_Floating_Gravity; ARCHETYPE_Magical_Girl.,POSE
POSE_Kneeling,"(kneeling:1.2), kneel pose, one knee down, both knees down, kneeling position, reverent kneel, warrior kneeling, bowing kneeling","standing, running, jumping",Kneeling pose. Combos: ARCHETYPE_Warrior; MOOD_Determined; SCENE_Fantasy_Ruins. Dramatic weight.,POSE
POSE_Leaning_Wall,"(leaning against wall:1.2), wall lean pose, casual wall lean, hip against wall, shoulder to wall, relaxed lean, slouching against wall","standing straight, rigid, dynamic battle",Wall lean pose. Combos: SCENE_Cyberpunk_City; OUTFIT_Streetwear; MOOD_Confident. Urban casual.,POSE
POSE_Looking_Back,"(looking back over shoulder:1.3), glancing back, over shoulder look, head turned back, backward glance, looking behind, coy backward glance","facing forward, frontal pose",Over-shoulder look. Combos: CAMERA_Over_Shoulder; OUTFIT styles; HAIR_Long_Flowing (hair sweeping). Very cinematic.,POSE
POSE_Lying_Down,"1girl, (lying down:1.2), horizontal position, reclined, resting on surface, prone or supine","standing, sitting upright",Relaxed horizontal. Combos: SCENE_Bedroom; ACTIVITY_Sleeping.,POSE
POSE_Reaching_Out,"(reaching out hand:1.2), extended hand toward viewer, offering hand, grasping, desperate reach, calling out, outstretched arm","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Hand reaching toward camera. Fourth-wall breaking. Combos: CHARACTER_Portrait_Mysterious.,POSE
POSE_Running_Dynamic,"1girl, (running:1.3), mid-run, dynamic motion, feet leaving ground, running pose, in motion","standing still, static",Action energy. Combos: EFFECTS_Motion_Blur; ACTIVITY_Running.,POSE
POSE_Seated_Throne,"(seated on throne:1.2), regal sitting position, one leg up, arm on armrest, commanding seated pose, ruler sitting, dominance from seat","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Throne/ruling seated pose. Combos: ARCHETYPE_Male_King; SCENE_Throne_Room; MOOD_Confident.,POSE
POSE_Sitting_Chair,"1girl, (sitting on chair:1.2), chair seated, sitting upright on seat, leg cross optional","floor, standing",Formal or casual depending on chair. Combos: ARCHETYPE_Office_Lady; SCENE_Office.,POSE
POSE_Sitting_Edge,"1girl, (sitting on edge:1.2), perched on edge, feet dangling, sitting at ledge, edge of surface","center seated, standing",Casual elevated. Combos: SCENE_Rooftop_Night; SCENE_City_Street_Night.,POSE
POSE_Sitting_Floor,"1girl, (sitting on floor:1.2), cross-legged, floor sitting, casual floor seat, legs folded","standing, on chair",Casual and grounded. Combos: SCENE_Bedroom; ACTIVITY_Reading.,POSE
POSE_Sneaking_Crouch,"(sneaking crouch:1.2), low profile movement, stealth pose, tiptoeing, peering around corner, rogue stance, careful movement","upright, proud, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Sneaking/stealth crouch pose. Combos: ARCHETYPE_Male_Rogue; ARCHETYPE_Assassin; MOOD_Focused.,POSE
POSE_Standing_Relaxed,"1girl, (standing relaxed:1.2), weight on one leg, casual stance, natural standing, hip slightly out","tense, rigid, formal","Default natural stand. Versatile base pose. Combos: any OUTFIT, any SCENE.",POSE
POSE_Thinking_Hand_Chin,"1girl, (hand on chin:1.2), thinking pose, finger to chin, contemplative hand gesture, pondering",no hand near face,Intellectual or playful. Combos: ARCHETYPE_Scientist; MOOD_Focused.,POSE
POSE_Victory_Arms_Up,"(victory pose:1.2), arms raised in triumph, celebrating win, champion gesture, fist pump, triumphant stance, winner pose","defeated, slumped, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Victory celebration pose. Combos: MOOD_Excited; EXPRESSION_Laughing; THEME_Action_Thriller.,POSE
POSE_Walking_Step,"1girl, (mid-walk:1.2), walking, stepping forward, stride, caught mid-step, walking pose",standing still,Natural movement. Combos: SCENE_City_Street_Night; EFFECTS_Motion_Blur light.,POSE
POSE_Wave_Greeting,"1girl, (waving hand:1.2), greeting wave, hand raised in wave, hello gesture","hand down, no wave",Friendly interaction. Combos: EXPRESSION_Gentle_Smile; direct CAMERA_Face_Close.,POSE
PROPS_Ancient_Tome,"(ancient tome:1.2), old leather book, spell book, grimoire, forbidden book, thick ancient text, cracked spine, glowing pages optional","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Ancient tome/grimoire prop. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; SCENE_Library.,PROPS
PROPS_Bicycle,"(bicycle:1.2), riding bicycle, bike, leaning on bicycle, city bike, basket bike, cycling, vintage bicycle","indoor, fantasy, armor",Bicycle prop. Combos: SCENE_Garden_Flower; SEASON_Spring_Cherry; OUTFIT_Casual. Lifestyle feel.,PROPS
PROPS_Book_Tome,"(large book:1.2), open tome, reading book, old leather book, magic tome, held book",no book,Intellectual prop. Combos: ARCHETYPE_Librarian; ARCHETYPE_Witch; ACTIVITY_Reading.,PROPS
PROPS_Camera_Vintage,"(vintage camera:1.2), film camera, holding camera, old camera, photography prop","modern phone, no camera",Photography or era prop. Combos: ERA_Retro_Futurism; STYLE_90s_Retro; SCENE_City_Street_Night.,PROPS
PROPS_Candle,"(candle or candelabra:1.2), wax dripping candle, candleholder, multiple candles, gothic candelabra, flickering flame, candle light source","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Candle/candelabra prop. Combos: LIGHTING_Candlelight; SCENE_Haunted_Mansion; SCENE_Cult_Chamber.,PROPS
PROPS_Flower_Bouquet,"(flower bouquet:1.3), holding bouquet, bunch of flowers, roses bouquet, wildflower bundle, wrapped flowers, bouquet in arms","weapon, tech, dark",Flower bouquet. Combos: ARCHETYPE_Princess; SEASON_Spring_Cherry; MOOD_Excited. Universal romantic prop.,PROPS
PROPS_Guitar,"(acoustic guitar:1.3), guitar in hands, playing guitar, strumming, guitar on back, electric guitar optional, musician prop, musical instrument","no instrument, sword, weapon",Guitar prop. Combos: ARCHETYPE_Rockstar; SCENE_Stage_Performance; MOOD_Playful. Distinct from small ACCESSORY.,PROPS
